RowID|ProgramID|ProgramName|ParameterName|LocationID|ProgramLocationID|SampleDate|Year|Month|AreaID|ManagedAreaName|Region|CommonIdentifier|SpeciesName|GenusName|SpeciesGroup1|SpeciesGroup2|SamplingMethod|QuadSize_m2|PlotSize_m2|ResultValue|CoralRegion|MADup|CoralRegionDup|DataFileName|q_subset
9472521|981|Florida Reef Resilience Program|Height|310071|I1435|2010-08-17T00:00:00Z|2010|8|15|Florida Keys National Marine Sanctuary|SE|Montastraea cavernosa|cavernosa|Montastraea|Scleractinian||Transect|10||130|FLA KEYS|1|1|Data_981A_Final.csv|high
9472522|981|Florida Reef Resilience Program|Height|310071|I1435|2010-08-17T00:00:00Z|2010|8|15|Florida Keys National Marine Sanctuary|SE|Montastraea cavernosa|cavernosa|Montastraea|Scleractinian||Transect|10||178|FLA KEYS|1|1|Data_981A_Final.csv|high
9478727|981|Florida Reef Resilience Program|Height|310519|K1044|2012-10-09T00:00:00Z|2012|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||188|FLA KEYS|1|1|Data_981A_Final.csv|high
9478728|981|Florida Reef Resilience Program|Height|310519|K1044|2012-10-09T00:00:00Z|2012|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||188|FLA KEYS|1|1|Data_981A_Final.csv|high
9480319|981|Florida Reef Resilience Program|Height|310519|K1044|2012-10-09T00:00:00Z|2012|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||188|FLA KEYS|1|1|Data_981A_Final.csv|high
9480320|981|Florida Reef Resilience Program|Height|310519|K1044|2012-10-09T00:00:00Z|2012|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||188|FLA KEYS|1|1|Data_981A_Final.csv|high
9481797|981|Florida Reef Resilience Program|Height|310519|K1044|2012-10-09T00:00:00Z|2012|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||188|FLA KEYS|1|1|Data_981A_Final.csv|high
9483668|981|Florida Reef Resilience Program|Height|310519|K1044|2012-10-09T00:00:00Z|2012|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||188|FLA KEYS|1|1|Data_981A_Final.csv|high
9483669|981|Florida Reef Resilience Program|Height|310519|K1044|2012-10-09T00:00:00Z|2012|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||188|FLA KEYS|1|1|Data_981A_Final.csv|high
9506495|981|Florida Reef Resilience Program|Height|311112|O1257|2015-09-10T00:00:00Z|2015|9|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||180|FLA KEYS|1|1|Data_981A_Final.csv|high
9506496|981|Florida Reef Resilience Program|Height|311112|O1257|2015-09-10T00:00:00Z|2015|9|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||180|FLA KEYS|1|1|Data_981A_Final.csv|high
9507498|981|Florida Reef Resilience Program|Height|310996|M2483|2014-10-15T00:00:00Z|2014|10|15|Florida Keys National Marine Sanctuary|SE|Siderastrea siderea|siderea|Siderastrea|Scleractinian||Transect|10||136|FLA KEYS|1|1|Data_981A_Final.csv|high
9507961|981|Florida Reef Resilience Program|Height|310996|M2483|2014-10-15T00:00:00Z|2014|10|15|Florida Keys National Marine Sanctuary|SE|Siderastrea siderea|siderea|Siderastrea|Scleractinian||Transect|10||136|FLA KEYS|1|1|Data_981A_Final.csv|high
9507962|981|Florida Reef Resilience Program|Height|310996|M2483|2014-10-15T00:00:00Z|2014|10|15|Florida Keys National Marine Sanctuary|SE|Siderastrea siderea|siderea|Siderastrea|Scleractinian||Transect|10||136|FLA KEYS|1|1|Data_981A_Final.csv|high
9509294|981|Florida Reef Resilience Program|Height|311112|O1257|2015-09-10T00:00:00Z|2015|9|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||180|FLA KEYS|1|1|Data_981A_Final.csv|high
9510101|981|Florida Reef Resilience Program|Height|310996|M2483|2014-10-15T00:00:00Z|2014|10|15|Florida Keys National Marine Sanctuary|SE|Siderastrea siderea|siderea|Siderastrea|Scleractinian||Transect|10||136|FLA KEYS|1|1|Data_981A_Final.csv|high
9510432|981|Florida Reef Resilience Program|Height|311112|O1257|2015-09-10T00:00:00Z|2015|9|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||180|FLA KEYS|1|1|Data_981A_Final.csv|high
9510915|981|Florida Reef Resilience Program|Height|310726|L1036|2013-10-16T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||180|FLA KEYS|1|1|Data_981A_Final.csv|high
9511411|981|Florida Reef Resilience Program|Height|310726|L1036|2013-10-16T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||160|FLA KEYS|1|1|Data_981A_Final.csv|high
9511412|981|Florida Reef Resilience Program|Height|310726|L1036|2013-10-16T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||160|FLA KEYS|1|1|Data_981A_Final.csv|high
9511414|981|Florida Reef Resilience Program|Height|310726|L1036|2013-10-16T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||180|FLA KEYS|1|1|Data_981A_Final.csv|high
9511603|981|Florida Reef Resilience Program|Height|310996|M2483|2014-10-15T00:00:00Z|2014|10|15|Florida Keys National Marine Sanctuary|SE|Siderastrea siderea|siderea|Siderastrea|Scleractinian||Transect|10||136|FLA KEYS|1|1|Data_981A_Final.csv|high
9512643|981|Florida Reef Resilience Program|Height|310726|L1036|2013-10-16T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||180|FLA KEYS|1|1|Data_981A_Final.csv|high
9513023|981|Florida Reef Resilience Program|Height|310726|L1036|2013-10-16T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||160|FLA KEYS|1|1|Data_981A_Final.csv|high
9513024|981|Florida Reef Resilience Program|Height|310726|L1036|2013-10-16T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||160|FLA KEYS|1|1|Data_981A_Final.csv|high
9516794|981|Florida Reef Resilience Program|Height|310726|L1036|2013-10-16T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||180|FLA KEYS|1|1|Data_981A_Final.csv|high
9517009|981|Florida Reef Resilience Program|Height|310996|M2483|2014-10-15T00:00:00Z|2014|10|15|Florida Keys National Marine Sanctuary|SE|Siderastrea siderea|siderea|Siderastrea|Scleractinian||Transect|10||136|FLA KEYS|1|1|Data_981A_Final.csv|high
9524653|981|Florida Reef Resilience Program|Height|310808|L2159|2013-10-08T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||170|FLA KEYS|1|1|Data_981A_Final.csv|high
9524906|981|Florida Reef Resilience Program|Height|310808|L2159|2013-10-08T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_981A_Final.csv|high
9524907|981|Florida Reef Resilience Program|Height|310808|L2159|2013-10-08T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_981A_Final.csv|high
9524908|981|Florida Reef Resilience Program|Height|310808|L2159|2013-10-08T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||170|FLA KEYS|1|1|Data_981A_Final.csv|high
9524909|981|Florida Reef Resilience Program|Height|310808|L2159|2013-10-08T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||170|FLA KEYS|1|1|Data_981A_Final.csv|high
9524910|981|Florida Reef Resilience Program|Height|310808|L2159|2013-10-08T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||170|FLA KEYS|1|1|Data_981A_Final.csv|high
9524915|981|Florida Reef Resilience Program|Height|310808|L2159|2013-10-08T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_981A_Final.csv|high
9524916|981|Florida Reef Resilience Program|Height|310808|L2159|2013-10-08T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_981A_Final.csv|high
9525128|981|Florida Reef Resilience Program|Height|310808|L2159|2013-10-08T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_981A_Final.csv|high
9525129|981|Florida Reef Resilience Program|Height|310808|L2159|2013-10-08T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||170|FLA KEYS|1|1|Data_981A_Final.csv|high
9525359|981|Florida Reef Resilience Program|Height|310808|L2159|2013-10-08T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||170|FLA KEYS|1|1|Data_981A_Final.csv|high
9525377|981|Florida Reef Resilience Program|Height|310808|L2159|2013-10-08T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||170|FLA KEYS|1|1|Data_981A_Final.csv|high
9525899|981|Florida Reef Resilience Program|Height|310808|L2159|2013-10-08T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_981A_Final.csv|high
9525900|981|Florida Reef Resilience Program|Height|310808|L2159|2013-10-08T00:00:00Z|2013|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_981A_Final.csv|high
9617893|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932289|1133-1856327-3022B|2014-07-24T00:00:00Z|2014|7|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||125|FLA KEYS|1|1|Data_3022B_Final.csv|high
9625079|3022|National Coral Reef Monitoring Program (NCRMP)|Height|933492|1639-1509874-3022B|2014-11-09T00:00:00Z|2014|11|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||180|FLA KEYS|1|1|Data_3022B_Final.csv|high
9645684|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932734|1299-1795185-3022B|2014-10-18T00:00:00Z|2014|10|15|Florida Keys National Marine Sanctuary|SE|Colpophyllia natans|natans|Colpophyllia|Scleractinian||Transect|10||140|FLA KEYS|1|1|Data_3022B_Final.csv|high
9652240|3022|National Coral Reef Monitoring Program (NCRMP)|Height|933227|1429-1138019-3022B|2014-08-14T00:00:00Z|2014|8|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||175|FLA KEYS|1|1|Data_3022B_Final.csv|high
9655696|3022|National Coral Reef Monitoring Program (NCRMP)|Height|933227|1429-1138019-3022B|2014-08-14T00:00:00Z|2014|8|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||175|FLA KEYS|1|1|Data_3022B_Final.csv|high
9656842|3022|National Coral Reef Monitoring Program (NCRMP)|Height|933227|1429-1138019-3022B|2014-08-14T00:00:00Z|2014|8|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||190|FLA KEYS|1|1|Data_3022B_Final.csv|high
9659093|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932869|1334-1006382-3022B|2014-08-12T00:00:00Z|2014|8|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||190|FLA KEYS|1|1|Data_3022B_Final.csv|high
9878046|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932948|1355-1003830-3022B|2014-08-22T00:00:00Z|2014|8|15|Florida Keys National Marine Sanctuary|SE|Montastraea cavernosa|cavernosa|Montastraea|Scleractinian||Transect|10||145|FLA KEYS|1|1|Data_3022B_Final.csv|high
9879275|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932339|1150-1836013-3022B|2014-09-07T00:00:00Z|2014|9|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||185|FLA KEYS|1|1|Data_3022B_Final.csv|high
9880289|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932522|1231-1792899-3022B|2014-10-18T00:00:00Z|2014|10|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||200|FLA KEYS|1|1|Data_3022B_Final.csv|high
9880290|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932522|1231-1792899-3022B|2014-10-18T00:00:00Z|2014|10|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||180|FLA KEYS|1|1|Data_3022B_Final.csv|high
9880647|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932948|1355-1003830-3022B|2014-08-22T00:00:00Z|2014|8|15|Florida Keys National Marine Sanctuary|SE|Montastraea cavernosa|cavernosa|Montastraea|Scleractinian||Transect|10||145|FLA KEYS|1|1|Data_3022B_Final.csv|high
9880743|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932854|1330-919791-3022B|2014-08-07T00:00:00Z|2014|8|15|Florida Keys National Marine Sanctuary|SE|Montastraea cavernosa|cavernosa|Montastraea|Scleractinian||Transect|10||125|FLA KEYS|1|1|Data_3022B_Final.csv|high
9881470|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932333|1148-1901802-3022B|2014-06-30T00:00:00Z|2014|6|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||130|FLA KEYS|1|1|Data_3022B_Final.csv|high
9881491|3022|National Coral Reef Monitoring Program (NCRMP)|Height|933269|1443-920017-3022B|2014-08-12T00:00:00Z|2014|8|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||250|FLA KEYS|1|1|Data_3022B_Final.csv|high
9881584|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932333|1148-1901802-3022B|2014-06-30T00:00:00Z|2014|6|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_3022B_Final.csv|high
9883128|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932277|1129-1938807-3022B|2014-09-15T00:00:00Z|2014|9|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||130|FLA KEYS|1|1|Data_3022B_Final.csv|high
9883248|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932277|1129-1938807-3022B|2014-09-15T00:00:00Z|2014|9|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||190|FLA KEYS|1|1|Data_3022B_Final.csv|high
9883665|3022|National Coral Reef Monitoring Program (NCRMP)|Height|933403|1579-1834525-3022B|2014-09-13T00:00:00Z|2014|9|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||124|FLA KEYS|1|1|Data_3022B_Final.csv|high
10173773|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932616|1257-1792899-3022B|2016-09-29T00:00:00Z|2016|9|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_3022B_Final.csv|high
10178006|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932722|1297-1809650-3022B|2014-10-17T00:00:00Z|2014|10|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||190|FLA KEYS|1|1|Data_3022B_Final.csv|high
10178013|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932454|1201-1917232-3022B|2016-12-07T00:00:00Z|2016|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_3022B_Final.csv|high
10188247|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932827|1325-1030082-3022B|2014-08-06T00:00:00Z|2014|8|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||190|FLA KEYS|1|1|Data_3022B_Final.csv|high
10199362|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932576|1247-1815459-3022B|2016-12-14T00:00:00Z|2016|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_3022B_Final.csv|high
10199363|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932576|1247-1815459-3022B|2016-12-14T00:00:00Z|2016|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||150|FLA KEYS|1|1|Data_3022B_Final.csv|high
10200404|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932836|1327-1248516-3022B|2015-05-08T00:00:00Z|2015|5|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||210|FLA KEYS|1|1|Data_3022B_Final.csv|high
10200405|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932836|1327-1248516-3022B|2015-05-08T00:00:00Z|2015|5|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||180|FLA KEYS|1|1|Data_3022B_Final.csv|high
10200454|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932454|1201-1917232-3022B|2016-12-07T00:00:00Z|2016|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||140|FLA KEYS|1|1|Data_3022B_Final.csv|high
10202847|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932722|1297-1809650-3022B|2014-10-17T00:00:00Z|2014|10|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||195|FLA KEYS|1|1|Data_3022B_Final.csv|high
10206206|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932836|1327-1248516-3022B|2015-05-08T00:00:00Z|2015|5|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||165|FLA KEYS|1|1|Data_3022B_Final.csv|high
10207461|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932836|1327-1248516-3022B|2015-05-08T00:00:00Z|2015|5|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||138|FLA KEYS|1|1|Data_3022B_Final.csv|high
10210232|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932454|1201-1917232-3022B|2016-12-07T00:00:00Z|2016|12|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||200|FLA KEYS|1|1|Data_3022B_Final.csv|high
10226295|3022|National Coral Reef Monitoring Program (NCRMP)|Height|933173|1412-1112984-3022B|2016-07-14T00:00:00Z|2016|7|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||175|FLA KEYS|1|1|Data_3022B_Final.csv|high
10237979|3022|National Coral Reef Monitoring Program (NCRMP)|Height|934524|2398-1540930-3022B|2014-07-25T00:00:00Z|2014|7|15|Florida Keys National Marine Sanctuary|SE|Montastraea cavernosa|cavernosa|Montastraea|Scleractinian||Transect|10||130|DRY TORT|1|1|Data_3022B_Final.csv|high
10239711|3022|National Coral Reef Monitoring Program (NCRMP)|Height|934428|2334-1483795-3022B|2016-06-04T00:00:00Z|2016|6|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||180|DRY TORT|1|1|Data_3022B_Final.csv|high
10242086|3022|National Coral Reef Monitoring Program (NCRMP)|Height|933200|1421-1337948-3022B|2015-06-23T00:00:00Z|2015|6|13|Coupon Bight Aquatic Preserve|SE|Orbicella annularis|annularis|Orbicella|Scleractinian||Transect|10||140|FLA KEYS|1|1|Data_3022B_Final.csv|high
10242349|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932827|1325-1030082-3022B|2014-08-06T00:00:00Z|2014|8|15|Florida Keys National Marine Sanctuary|SE|Orbicella annularis|annularis|Orbicella|Scleractinian||Transect|10||122|FLA KEYS|1|1|Data_3022B_Final.csv|high
10242860|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932863|1333-1687187-3022B|2018-08-15T00:00:00Z|2018|8|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||170|FLA KEYS|1|1|Data_3022B_Final.csv|high
10242937|3022|National Coral Reef Monitoring Program (NCRMP)|Height|933197|1420-1332050-3022B|2015-05-10T00:00:00Z|2015|5|13|Coupon Bight Aquatic Preserve|SE|Orbicella annularis|annularis|Orbicella|Scleractinian||Transect|10||148|FLA KEYS|1|1|Data_3022B_Final.csv|high
10243525|3022|National Coral Reef Monitoring Program (NCRMP)|Height|932933|1350-1214471-3022B|2016-07-13T00:00:00Z|2016|7|15|Florida Keys National Marine Sanctuary|SE|Orbicella annularis|annularis|Orbicella|Scleractinian||Transect|10||130|FLA KEYS|1|1|Data_3022B_Final.csv|high
10243894|3022|National Coral Reef Monitoring Program (NCRMP)|Height|933242|1433-1009004-3022B|2014-08-14T00:00:00Z|2014|8|15|Florida Keys National Marine Sanctuary|SE|Acropora cervicornis|cervicornis|Acropora|Scleractinian||Transect|10||325|FLA KEYS|1|1|Data_3022B_Final.csv|high
10289944|3022|National Coral Reef Monitoring Program (NCRMP)|Height|933690|2043-902620-3022B|2014-06-11T00:00:00Z|2014|6|15|Florida Keys National Marine Sanctuary|SE|Orbicella faveolata|faveolata|Orbicella|Scleractinian||Transect|10||140|FLA KEYS|1|1|Data_3022B_Final.csv|high
6495353|3024|Palm Beach County Artificial and Natural Reef Monitoring Program|Count - Grazers and Reef Dependent Species|299207|54|2000-07-10T00:00:00Z|2000|7|12|Southeast Florida Coral Reef Ecosystem Conservation Area|SE|Decapterus punctatus|punctatus|Decapterus|Grazers and reef dependent species|Nekton - Osteichthyes|Area Video|||900|SE FL|1|1|Data_3024C_Final.csv|high
6504164|3024|Palm Beach County Artificial and Natural Reef Monitoring Program|Count - Grazers and Reef Dependent Species|299136|2|2003-08-09T00:00:00Z|2003|8|12|Southeast Florida Coral Reef Ecosystem Conservation Area|SE|Haemulidae|NA|NA|Reef Fish|Nekton - Osteichthyes|Area Video|||1000|SE FL|1|1|Data_3024C_Final.csv|high
6504827|3024|Palm Beach County Artificial and Natural Reef Monitoring Program|Count - Grazers and Reef Dependent Species|299037|100|2004-07-24T00:00:00Z|2004|7|12|Southeast Florida Coral Reef Ecosystem Conservation Area|SE|Haemulon aurolineatum|aurolineatum|Haemulon|Reef Fish|Nekton - Osteichthyes|Area Video|||750|SE FL|1|1|Data_3024C_Final.csv|high
6505529|3024|Palm Beach County Artificial and Natural Reef Monitoring Program|Count - Grazers and Reef Dependent Species|299185|40|2004-07-28T00:00:00Z|2004|7|12|Southeast Florida Coral Reef Ecosystem Conservation Area|SE|Unidentified fish|NA|NA|NA|Nekton - Other Chordata|Area Video|||2000|SE FL|1|1|Data_3024C_Final.csv|high
6506769|3024|Palm Beach County Artificial and Natural Reef Monitoring Program|Count - Grazers and Reef Dependent Species|299185|40|2004-08-18T00:00:00Z|2004|8|12|Southeast Florida Coral Reef Ecosystem Conservation Area|SE|Unidentified fish|NA|NA|NA|Nekton - Other Chordata|Area Video|||1000|SE FL|1|1|Data_3024C_Final.csv|high
6507304|3024|Palm Beach County Artificial and Natural Reef Monitoring Program|Count - Grazers and Reef Dependent Species|299150|23|1997-10-18T00:00:00Z|1997|10|12|Southeast Florida Coral Reef Ecosystem Conservation Area|SE|Haemulon aurolineatum|aurolineatum|Haemulon|Reef Fish|Nekton - Osteichthyes|Area Video|||700|SE FL|1|1|Data_3024C_Final.csv|high
6507990|3024|Palm Beach County Artificial and Natural Reef Monitoring Program|Count - Grazers and Reef Dependent Species|299213|6|2006-08-26T00:00:00Z|2006|8|12|Southeast Florida Coral Reef Ecosystem Conservation Area|SE|Haemulidae|NA|NA|Reef Fish|Nekton - Osteichthyes|Area Video|||1000|SE FL|1|1|Data_3024C_Final.csv|high
6508769|3024|Palm Beach County Artificial and Natural Reef Monitoring Program|Count - Grazers and Reef Dependent Species|299037|100|2003-07-26T00:00:00Z|2003|7|12|Southeast Florida Coral Reef Ecosystem Conservation Area|SE|Haemulidae|NA|NA|Reef Fish|Nekton - Osteichthyes|Area Video|||1000|SE FL|1|1|Data_3024C_Final.csv|high
6509022|3024|Palm Beach County Artificial and Natural Reef Monitoring Program|Count - Grazers and Reef Dependent Species|299208|55|2002-10-29T00:00:00Z|2002|10|12|Southeast Florida Coral Reef Ecosystem Conservation Area|SE|Haemulon aurolineatum|aurolineatum|Haemulon|Reef Fish|Nekton - Osteichthyes|Area Video|||900|SE FL|1|1|Data_3024C_Final.csv|high
6509855|3024|Palm Beach County Artificial and Natural Reef Monitoring Program|Count - Grazers and Reef Dependent Species|299149|229|2014-06-07T00:00:00Z|2014|6|12|Southeast Florida Coral Reef Ecosystem Conservation Area|SE|Decapterus macarellus|macarellus|Decapterus|Grazers and reef dependent species|Nekton - Osteichthyes|Area Video|||1000|SE FL|1|1|Data_3024C_Final.csv|high
6510099|3024|Palm Beach County Artificial and Natural Reef Monitoring Program|Count - Grazers and Reef Dependent Species|299139|201|2014-10-11T00:00:00Z|2014|10|12|Southeast Florida Coral Reef Ecosystem Conservation Area|SE|Haemulon aurolineatum|aurolineatum|Haemulon|Reef Fish|Nekton - Osteichthyes|Area Video|||1000|SE FL|1|1|Data_3024C_Final.csv|high
