RowID|ProgramID|ProgramName|ParameterName|LocationID|ProgramLocationID|SampleDate|Year|Month|ManagedAreaName|Region|CommonIdentifier|SpeciesName|GenusName|SpeciesGroup1|SpeciesGroup2|SamplingMethod1|SamplingMethod2|GearType|MeshSize_mm|GearSize_m|AreaSwept_m2|Time_of_tow_mm|Speed_of_tow_kph|ResultValue|DistanceTowed_m|EffortCorrection_100m2|ReplicateNumber_QuadIdentifier|MADup|DataFileName|AreaID|q_subset
101929|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2020-10-06T00:00:00Z|2020|10|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|84.6296296296296||5.4|1|1|Data_129B_Final.csv|3|high
102292|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115011|9|2020-01-13T00:00:00Z|2020|1|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|101.481481481481||5.4|1|1|Data_129B_Final.csv|3|high
102317|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2007-10-23T00:00:00Z|2007|10|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|430||5.4|3|1|Data_129B_Final.csv|3|high
103062|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2001-02-21T00:00:00Z|2001|2|Apalachicola National Estuarine Research Reserve|NW|Brevoortia spp.||Brevoortia||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|100||5.4|2|1|Data_129B_Final.csv|3|high
103127|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2015-06-16T00:00:00Z|2015|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|100.555555555556||5.4|2|1|Data_129B_Final.csv|3|high
103300|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115007|5|2004-02-17T00:00:00Z|2004|2|Apalachicola Bay Aquatic Preserve|NW|Brevoortia spp.||Brevoortia||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|141.481481481481||5.4|1|1|Data_129B_Final.csv|2|high
103346|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115007|5|2003-03-19T00:00:00Z|2003|3|Apalachicola Bay Aquatic Preserve|NW|Leiostomus xanthurus|xanthurus|Leiostomus|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|893.518518518519||5.4|4|1|Data_129B_Final.csv|2|high
103597|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115007|5|2004-10-21T00:00:00Z|2004|10|Apalachicola Bay Aquatic Preserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|100.37037037037||5.4|1|1|Data_129B_Final.csv|2|high
103613|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2009-11-17T00:00:00Z|2009|11|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|189.444444444444||5.4|3|1|Data_129B_Final.csv|3|high
103614|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2009-11-17T00:00:00Z|2009|11|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|240.925925925926||5.4|1|1|Data_129B_Final.csv|3|high
103676|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2021-06-15T00:00:00Z|2021|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|208.148148148148||5.4|1|1|Data_129B_Final.csv|3|high
104129|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2018-12-12T00:00:00Z|2018|12|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|157.592592592593||5.4|2|1|Data_129B_Final.csv|3|high
104130|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2020-06-10T00:00:00Z|2020|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|252.962962962963||5.4|1|1|Data_129B_Final.csv|3|high
104136|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2017-06-14T00:00:00Z|2017|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|128.703703703704||5.4|3|1|Data_129B_Final.csv|3|high
104463|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2008-06-19T00:00:00Z|2008|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|258.703703703704||5.4|3|1|Data_129B_Final.csv|3|high
104473|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2016-03-28T00:00:00Z|2016|3|Apalachicola National Estuarine Research Reserve|NW|Micropogonias undulatus|undulatus|Micropogonias|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|84.0740740740741||5.4|1|1|Data_129B_Final.csv|3|high
105041|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115011|9|2017-06-13T00:00:00Z|2017|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|211.481481481481||5.4|3|1|Data_129B_Final.csv|3|high
105105|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115002|12|2001-02-20T00:00:00Z|2001|2|Apalachicola National Estuarine Research Reserve|NW|Lagodon rhomboides|rhomboides|Lagodon|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|88.8888888888889||5.4|4|1|Data_129B_Final.csv|3|high
105154|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2001-06-14T00:00:00Z|2001|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|99.0740740740741||5.4|1|1|Data_129B_Final.csv|3|high
105155|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2008-04-23T00:00:00Z|2008|4|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|128.148148148148||5.4|1|1|Data_129B_Final.csv|3|high
105225|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2009-11-17T00:00:00Z|2009|11|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|384.444444444444||5.4|2|1|Data_129B_Final.csv|3|high
105227|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2000-12-13T00:00:00Z|2000|12|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|110.185185185185||5.4|3|1|Data_129B_Final.csv|3|high
105366|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2001-02-21T00:00:00Z|2001|2|Apalachicola National Estuarine Research Reserve|NW|Leiostomus xanthurus|xanthurus|Leiostomus|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|82.962962962963||5.4|5|1|Data_129B_Final.csv|3|high
105401|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2001-02-21T00:00:00Z|2001|2|Apalachicola National Estuarine Research Reserve|NW|Leiostomus xanthurus|xanthurus|Leiostomus|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|152.592592592593||5.4|2|1|Data_129B_Final.csv|3|high
105470|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115007|5|2004-07-19T00:00:00Z|2004|7|Apalachicola Bay Aquatic Preserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|93.5185185185185||5.4|2|1|Data_129B_Final.csv|2|high
105499|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2014-09-17T00:00:00Z|2014|9|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|127.407407407407||5.4|4|1|Data_129B_Final.csv|3|high
105501|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2019-06-18T00:00:00Z|2019|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|298.333333333333||5.4|4|1|Data_129B_Final.csv|3|high
105503|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2012-08-15T00:00:00Z|2012|8|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|135.740740740741||5.4|2|1|Data_129B_Final.csv|3|high
105546|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2001-06-14T00:00:00Z|2001|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|141.111111111111||5.4|4|1|Data_129B_Final.csv|3|high
105743|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2011-06-21T00:00:00Z|2011|6|Apalachicola National Estuarine Research Reserve|NW|Cynoscion arenarius|arenarius|Cynoscion|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|82.7777777777778||5.4|1|1|Data_129B_Final.csv|3|high
106063|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115007|5|2004-02-17T00:00:00Z|2004|2|Apalachicola Bay Aquatic Preserve|NW|Brevoortia spp.||Brevoortia||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|119.074074074074||5.4|2|1|Data_129B_Final.csv|2|high
106615|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2008-06-19T00:00:00Z|2008|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|425.740740740741||5.4|2|1|Data_129B_Final.csv|3|high
106620|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2012-07-11T00:00:00Z|2012|7|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|140.37037037037||5.4|4|1|Data_129B_Final.csv|3|high
106664|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2008-03-25T00:00:00Z|2008|3|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|104.814814814815||5.4|1|1|Data_129B_Final.csv|3|high
106671|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2019-09-10T00:00:00Z|2019|9|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|81.1111111111111||5.4|4|1|Data_129B_Final.csv|3|high
106866|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115001|11|2011-02-15T00:00:00Z|2011|2|Apalachicola National Estuarine Research Reserve|NW|Leiostomus xanthurus|xanthurus|Leiostomus|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|84.6296296296296||5.4|1|1|Data_129B_Final.csv|3|high
106883|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115009|7|2011-05-18T00:00:00Z|2011|5|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|148.518518518519||5.4|2|1|Data_129B_Final.csv|3|high
106884|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115009|7|2011-05-18T00:00:00Z|2011|5|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|175.185185185185||5.4|5|1|Data_129B_Final.csv|3|high
106956|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2012-05-17T00:00:00Z|2012|5|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|263.518518518519||5.4|5|1|Data_129B_Final.csv|3|high
106960|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2008-09-17T00:00:00Z|2008|9|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|139.814814814815||5.4|1|1|Data_129B_Final.csv|3|high
107371|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115007|5|2003-03-19T00:00:00Z|2003|3|Apalachicola Bay Aquatic Preserve|NW|Leiostomus xanthurus|xanthurus|Leiostomus|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|518.888888888889||5.4|2|1|Data_129B_Final.csv|2|high
107848|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115009|7|2011-02-15T00:00:00Z|2011|2|Apalachicola National Estuarine Research Reserve|NW|Brevoortia spp.||Brevoortia||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|106.666666666667||5.4|2|1|Data_129B_Final.csv|3|high
108133|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2016-06-08T00:00:00Z|2016|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|330.185185185185||5.4|1|1|Data_129B_Final.csv|3|high
108134|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2019-09-10T00:00:00Z|2019|9|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|305.740740740741||5.4|5|1|Data_129B_Final.csv|3|high
108136|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2015-09-21T00:00:00Z|2015|9|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|99.0740740740741||5.4|4|1|Data_129B_Final.csv|3|high
108315|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2019-06-18T00:00:00Z|2019|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|97.2222222222222||5.4|5|1|Data_129B_Final.csv|3|high
108590|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2016-12-12T00:00:00Z|2016|12|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|174.62962962963||5.4|5|1|Data_129B_Final.csv|3|high
108592|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2018-06-12T00:00:00Z|2018|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|253.148148148148||5.4|5|1|Data_129B_Final.csv|3|high
108596|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2018-06-12T00:00:00Z|2018|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|175.740740740741||5.4|3|1|Data_129B_Final.csv|3|high
108716|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2016-12-12T00:00:00Z|2016|12|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|111.296296296296||5.4|3|1|Data_129B_Final.csv|3|high
108719|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2018-09-12T00:00:00Z|2018|9|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|312.407407407407||5.4|2|1|Data_129B_Final.csv|3|high
108720|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2017-06-14T00:00:00Z|2017|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|92.7777777777778||5.4|5|1|Data_129B_Final.csv|3|high
108722|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2012-05-17T00:00:00Z|2012|5|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|284.62962962963||5.4|2|1|Data_129B_Final.csv|3|high
108957|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2016-06-08T00:00:00Z|2016|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|253.148148148148||5.4|2|1|Data_129B_Final.csv|3|high
108981|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2019-09-10T00:00:00Z|2019|9|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|233.888888888889||5.4|1|1|Data_129B_Final.csv|3|high
109327|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2007-10-23T00:00:00Z|2007|10|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|1130.74074074074||5.4|2|1|Data_129B_Final.csv|3|high
109336|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2008-10-15T00:00:00Z|2008|10|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|145.925925925926||5.4|3|1|Data_129B_Final.csv|3|high
109350|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2010-06-15T00:00:00Z|2010|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|139.62962962963||5.4|2|1|Data_129B_Final.csv|3|high
109351|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2007-10-23T00:00:00Z|2007|10|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|678.148148148148||5.4|5|1|Data_129B_Final.csv|3|high
109438|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2018-09-12T00:00:00Z|2018|9|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|518.518518518519||5.4|5|1|Data_129B_Final.csv|3|high
109439|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115010|8|2020-06-10T00:00:00Z|2020|6|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|131.296296296296||5.4|3|1|Data_129B_Final.csv|3|high
109663|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115007|5|2003-03-19T00:00:00Z|2003|3|Apalachicola Bay Aquatic Preserve|NW|Leiostomus xanthurus|xanthurus|Leiostomus|Grazers and reef dependent species|Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|1138.33333333333||5.4|3|1|Data_129B_Final.csv|2|high
109683|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|Count/100m2 (effort corrected)|115011|9|2019-09-10T00:00:00Z|2019|9|Apalachicola National Estuarine Research Reserve|NW|Anchoa mitchilli|mitchilli|Anchoa||Nekton - Osteichthyes|presence/absence, Count, Length|Trawl|Trawl|25.4|4.8||2|1|184.074074074074||5.4|5|1|Data_129B_Final.csv|3|high
